SpawningID,CountryName,Family,Genus,Species,CommonName,SpawningType,AggregationType,DirectSpawningEvidence,IndirectSpawningEvidence,CurrentStatus,LunarPhase,SpawningMonths,HabitatType,Management,Gear,Source
60,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings
Mature gonads",Decreasing,"Full moon
","January February December ","Abyssal plain; Other",Unknown,"Hook and Line","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
81,Cuba,Lutjanidae,Lutjanus,analis,"Mutton snapper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females
Mature gonads",Decreasing,"Full moon
","May June July August ","Outer reef slope; Spur and groove",Unknown,"Hook and Line
Spear
Bottom Trawl","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
122,Cuba,Lutjanidae,Lutjanus,jocu,"Dog snapper",Unknown,Transient,Unspecified,"High seasonal landings
Multiple gravid females",Decreasing,"Full moon
","January February March April May June July August September October November December ","Outer reef slope",Unknown,"Hook and Line","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
225,Cuba,Lutjanidae,Lutjanus,cyanopterus,"Cubera snapper",Unknown,Transient,,"High seasonal landings",Decreasing,"Full moon
","June July August September ","Sand; High coral cover; Drop-off (shelf edge); Rocky reef",Unknown,"Hook and Line","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
256,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,,,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
56,Cuba,Lutjanidae,Lutjanus,jocu,"Dog snapper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","January February March April May June July August September October November December ","Sand; Reef promontory (point)",Unknown,"Hook and Line","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
124,Cuba,Serranidae,Mycteroperca,venenosa,"Yellowfin Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","January February March ","Outer reef slope",Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
243,Cuba,Serranidae,Mycteroperca,venenosa,"Yellowfin Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","January February March ","Outer reef slope",Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
43,Cuba,Serranidae,Mycteroperca,bonaci,"Black grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","January February March ","Outer reef slope; Spur and groove",Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
296,Cuba,Serranidae,Mycteroperca,venenosa,"Yellowfin Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","January February March ","Spur and groove; Outer reef slope",Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
22,Cuba,Serranidae,Mycteroperca,venenosa,"Yellowfin Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","January February March ","Outer reef slope",Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
226,Cuba,Lutjanidae,Lutjanus,cyanopterus,"Cubera snapper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","July August September ","Outer reef slope; Spur and groove",Unknown,"Hook and Line","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
77,Cuba,Lutjanidae,Lutjanus,analis,"Mutton snapper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females
Mature gonads",Decreasing,"Full moon
Third quarter
","May June July August ","Outer reef slope",Unknown,"Hook and Line
Bottom Trawl","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
42,Cuba,Lutjanidae,Lutjanus,analis,"Mutton snapper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
Third quarter
","May June July August ","Outer reef slope",Unknown,"Hook and Line
Spear","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
240,Cuba,Lutjanidae,Lutjanus,analis,"Mutton snapper",Unknown,Transient,Unspecified,"High seasonal landings",Decreasing,"Full moon
Third quarter
","April May June July August September ","Outer reef slope","Limited gear types","Hook and Line
Gill net","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
183,Cuba,Lutjanidae,Lutjanus,synagris,"Lane snapper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"First quarter
Full moon
","April May June July August September October ","Outer reef slope; Spur and groove",Unknown,"Hook and Line
Bottom Trawl","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
132,Cuba,Lutjanidae,Lutjanus,synagris,"Lane snapper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","May June July August September ","Outer reef slope",Unknown,"Gill net
Trap
Bottom Trawl","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
31,Cuba,Lutjanidae,Lutjanus,cyanopterus,"Cubera snapper",Unknown,Transient,Unspecified,"High seasonal landings",Decreasing,"Full moon
","June July August September ","Outer reef slope",Unknown,"Hook and Line
Gill net","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
251,Cuba,Serranidae,Mycteroperca,venenosa,"Yellowfin Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","January February March ","Sand; Reef promontory (point)",Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
69,Cuba,Lutjanidae,Lutjanus,analis,"Mutton snapper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females
Mature gonads",Decreasing,"Full moon
Third quarter
","May June July August ","Outer reef slope",Unknown,"Hook and Line
Spear","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
246,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females
Mature gonads",Decreasing,"Full moon
","January February December ","High coral cover; Outer reef slope",Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
94,Cuba,Serranidae,Mycteroperca,bonaci,"Black grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","January February March ","Outer reef slope",Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
52,Cuba,Lutjanidae,Lutjanus,cyanopterus,"Cubera snapper",Unknown,Transient,Unspecified,"High seasonal landings",Decreasing,"Full moon
","June July August September ","Reef promontory (point); High coral cover",Unknown,"Hook and Line","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
219,Cuba,Serranidae,Mycteroperca,venenosa,"Yellowfin Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","January February March ",Other,Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
3,Cuba,Lutjanidae,Lutjanus,jocu,"Dog snapper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","January February March April May June July August September October November December ","Outer reef slope",Unknown,Unknown,"Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
272,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females
Mature gonads",Decreasing,"Full moon
","January February December ","Sand; Reef promontory (point)",Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
168,Cuba,Lutjanidae,Lutjanus,analis,"Mutton snapper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females
Mature gonads",Decreasing,"Full moon
Third quarter
","April May June July August ","Outer reef slope",Unknown,"Hook and Line","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
317,Cuba,Lutjanidae,Lutjanus,synagris,"Lane snapper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","May June July August September ","Outer reef slope",Unknown,"Gill net
Trap
Bottom Trawl","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
264,Cuba,Lutjanidae,Lutjanus,griseus,"Gray snapper",Unknown,Transient,Unspecified,"High seasonal landings",Decreasing,,"June July August September ","Outer reef slope",Unknown,"Hook and Line
Gill net","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
37,Cuba,Serranidae,Mycteroperca,venenosa,"Yellowfin Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","January February March ","Sand; Other; Patch reef",Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
21,Cuba,Lutjanidae,Lutjanus,synagris,"Lane snapper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","May June July August September ","Outer reef slope",Unknown,"Gill net
Trap
Bottom Trawl","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
308,Cuba,Lutjanidae,Lutjanus,analis,"Mutton snapper",Unknown,Transient,Unspecified,"High seasonal landings
Multiple gravid females
Mature gonads",Decreasing,"Full moon
Third quarter
","May June July August ","Sand; Drop-off (shelf edge); Rubble; Rocky reef",Unknown,"Trap
Bottom Trawl","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
259,Cuba,Serranidae,Mycteroperca,bonaci,"Black grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","January February March ","Outer reef slope",Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
138,Cuba,Serranidae,Mycteroperca,bonaci,"Black grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","January February March December ","Sand; Reef promontory (point)",Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
306,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females
Mature gonads",Decreasing,"Full moon
","January February December ","Outer reef slope; High coral cover",Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
209,Cuba,Lutjanidae,Lutjanus,synagris,"Lane snapper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"First quarter
Full moon
","April May June July August September ","Other; Patch reef; Sand",Unknown,"Gill net
Trap
Bottom Trawl","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
139,Cuba,Serranidae,Mycteroperca,bonaci,"Black grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
Third quarter
","January February March ",Other,Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
58,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females
Mature gonads",Decreasing,"Full moon
","January February December ","High coral cover; Outer reef slope",Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
182,Cuba,Lutjanidae,Lutjanus,griseus,"Gray snapper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","June July August September ","Outer reef slope",Unknown,"Gill net
Bottom Trawl","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
